chainId,address,lastUpdatedAt,flagged,dailyAllTransactions,theFirstToHash,theFirstToTimestamp,theFirstFromHash,theFirstFromTimestamp,type,lastTokenInteractedAt,tokensInteraction,createdAt,tags,tokens,balanceChangeLogs,balanceInUSD,dailyNumberOfTransactions,dailyTransactionAmounts,tokenChangeLogs,frequencyOfDappTransactions,numberOfInteractedDapps,numberOfReputableDapps,typesOfInteractedDapps,isNew,chainName,numberOfLiquidation,totalValueOfLiquidation,depositInUSD,depositChangeLogs,depositTokens,depositTokenChangeLogs,borrowInUSD,borrowChangeLogs,borrowTokens,borrowTokenChangeLogs,lendings,liquidationLogs,writingLock,dexes,newTarget,nfts,rewards,elite,newExtend,selective,newElite
0x38,0x6b58b849e9db7c35b7a55cce80d1931fcd8e955e,1679035847,1,,0x673eabbd8602fb057989da17498f14fb1ba4410c2a9f808741b016bc29a336a4,1676426267.0,0xc12d0d39b82af08ef718750b62f081c67c71374e29a62b978d9fb78bb8b1d9a4,1676426279.0,wallet,,,1676426243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x725647e12827762229fe7c319ae0b59701fa601d,1679035661,1,,,,0x36f7ecf46c731ca306fb9c440aac5a771445beed78b4c700166487545e436d61,1676419741.0,wallet,,,1675783463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x6d86dc082bfedc9207fb8f861595315ba4789096,1698278400,1,"{'1694131200': 1, '1698192000': 2}",0x2b81353adc4d09e2cf63e0ade62e522525e09f4ac1638d83c9be68e82c581972,1676328337.0,0x0b8d1bce3c5ab109b79453e84598f711140a07a83388d68e598b520b85b29c5f,1676331895.0,wallet,,"['0x0000000000000000000000000000000000000000', '0x55d398326f99059ff775485246999027b3197955']",1676328337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x73b00f2303503985eff168c5d938d344336e9ebb,1679038203,1,,0xf89ee409af113c71fa4a362862bfa4ffb5ae019bd31955bee0adba1273f76176,1676491395.0,0xc632c392fe04b97122cca429b4b578f370744f0c58b117682672a3e0c39b7f31,1676491404.0,wallet,,,1676491395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x75b4df5c48d2b81fb09180cd07af059c673a4ff2,1679038316,1,,0x28a05d91bd67b57ba228b27514c11c1250c7c93b1981eba15678eef9f9e910b4,1676495155.0,,,wallet,,,1676495155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x62e625207d2825a14677a7fc84d376012135cf7d,1716163200,1,{'1716076800': 1},0x89a65ba6d9030542990c5b030b03c3daada53b41b6b96885b3241bc2fd564421,1671889445.0,0x1ee5eedb90c7f63841a030c9c30ad66411681627cf8fc79f53a95e2230fb55d0,1674659566.0,wallet,1716157920.0,['0x0000000000000000000000000000000000000000'],1671775667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x709e6ab9c83e39a029fff4e9e8e8b836bfc7ea89,1679035665,1,,0xaabbf9a0ffc287d9f946d3a4b801a651faaf05d05dd1b819fce52d1330c700dd,1674464236.0,0x3a84a7eafdb52cec2df1509d3234f4e8901899d4aabcbdde30351d0a4a03cb27,1674572026.0,wallet,,,1675318692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x72e5067c6d62c7efcda7e7fbc82a479071df132d,1679035841,1,,0x5c6a9f3e8e4b3979dd9199da868a22d234d86b90c52142501fc9dce2df699a3f,1676425544.0,0x192da46f305b6ce88583eb2b5accdd3d82fb419aeabbb79beaee866ff2cd47f0,1676425547.0,wallet,,,1676393760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x725d9f0d5f09eac6d51721901bc784edbf179e43,1679035656,1,,0xe7b90b6a19e45d46714ac112f0625ba8ce0d623b69aec9630ce59521044e9cd9,1676384715.0,0xe27d6d0a0481ace5aaecdb7c02ad47f2628ae0042417462ea53821cc0831d055,1676418805.0,wallet,,,1676384715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x6eb24103d7cf85b6f8a0777045195195faabfea1,1681257600,1,{'1681171200': 7},0xa98efe2af59f931385593aa5390d847084a12e6cd98c563372ac3e16ff521d56,1636126998.0,0x7a2448c604b5b7a1c442bd0605c0070a1f9e07b4aae1176778e14fbec669cb0e,1636148346.0,wallet,,,1636126998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x6c0103c7611d9b0c5b78c40803595d0cf7db7cbb,1681257600,1,{'1681171200': 1},0xe5fbc4c2581e36612d1581170990d025293f4076f0f5e66b202b205b69dc61d0,1674474422.0,0x37a4d807770cca0cb59249f24668a7cb73be7df861774a5672f6d6754ee6d155,1675316281.0,wallet,,,1675316260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x7323f256240ed9ad199a32ee16a8c12d10100427,1681603200,1,{'1681516800': 1},0xdcad18f2700cc89bda631e8db7dc14b3fc29260c7d0604d58afeda0534cba2a1,1676422361.0,0x60495dd5ac85cf7681eb86cd13fd855eb44c97c7f3a348f3051053fe61a22207,1676422385.0,wallet,,,1676422361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x745fddfa29cec03130a3b45b2cef35e3a38950eb,1737158400,1,"{'1682121600': 2, '1682899200': 2, '1699574400': 1, '1716249600': 3, '1720742400': 6, '1737072000': 2}",0x41e1918e101d7bfd4f8396987a133e49c571567140704dd509051644f0c634ae,1649470266.0,0xde000d59521e67ca4f69a4dc2802a677961374d8663caddf2562948f0d95b578,1649470728.0,wallet,1720754220.0,"['0x0000000000000000000000000000000000000000', '0xc748673057861a797275cd8a068abb95a902e8de', '0xfb5b838b6cfeedc2873ab27866079ac55363d37e']",1647756694.0,"['feg-bsc_users', 'binance_users']",{'0xbededdf2ef49e87037c4fb2ca34d1ff3d3992a11': 0.0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x693f04942149b2c693ff6d9a5616643675120133,1716854400,1,"{'1682553600': 3, '1682899200': 2, '1684713600': 2, '1698537600': 6, '1698624000': 1, '1699660800': 1, '1699920000': 1, '1700092800': 1, '1708300800': 1, '1708819200': 1, '1711584000': 3, '1716595200': 1, '1716768000': 8}",0x0c31096dee824fdb1a5d3f0ab5a50dc7a194800064edda3f26f798ce1206823c,1635478208.0,0xb2e19ca3007452dd6403f5857c221efa8e7f61c1678d27b6fafc0afc7f1d54fe,1648088808.0,wallet,1740222000.0,"['0x0000000000000000000000000000000000000000', '0x4b0f1812e5df2a09796481ff14017e6005508003', '0x55d398326f99059ff775485246999027b3197955', '0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d']",1635478208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x660cf56a9b7e7e4324e414c1585b5e22f9c0d543,1738022400,1,"{'1682985600': 1, '1683072000': 2, '1683417600': 4, '1683504000': 1, '1683590400': 2, '1683676800': 1, '1702857600': 1, '1737936000': 2}",0x72459e224122ae415fbd0567972a2603a50b0862faf52663ef7021d6eabefee2,1625452731.0,0xb01fd665cca0aee74e0466cf7fd88a0f805b2e8a035201233702d6e354835a59,1619305035.0,wallet,,['0x8aa688ab789d1848d131c65d98ceaa8875d97ef1'],1630544549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x38,0x74ce1fb4c90c5188da581cbb7a54828a23b4af20,1749731157,14386,{'1680480000': 1},,,0xc48ad59b463237e1c4b8f35733082c0e0cac0967c025ab7c338223fe56bff91b,1676492784.0,wallet,,,1676493066.0,[],{'0x0000000000000000000000000000000000000000': 0},"{'1746160002': 0.0, '1746254627': 0.0, '1746341148': 0.0, '1746428967': 0.0, '1746516919': 0.0, '1746604942': 0.0, '1746693840': 0.0, '1746778208': 0.0, '1746853738': 0.0, '1746954436': 0.0, '1747039217': 0.0, '1747116498': 0.0, '1747298404': 0.0, '1747387688': 0.0, '1747463728': 0.0, '1747563399': 0.0, '1747646273': 0.0, '1747736015': 0.0, '1747807982': 0.0, '1748336808': 0.0, '1748458593': 0.0, '1748720014': 0.0, '1748895050': 0.0, '1749019014': 0.0, '1749124615': 0.0, '1749212660': 0.0, '1749293978': 0.0, '1749380247': 0.0, '1749466736': 0.0, '1749538378': 0.0, '1749641799': 0.0, '1749731157': 0.0}",0.0,"{'1746576000': 0, '1746748800': 0, '1746835200': 0, '1746921600': 0, '1747008000': 0, '1747094400': 0, '1747180800': 0, '1747267200': 0, '1747353600': 0, '1747440000': 0, '1747526400': 0, '1747612800': 0, '1747699200': 0, '1747785600': 0, '1747872000': 0, '1747958400': 0, '1748044800': 0, '1748131200': 0, '1748217600': 0, '1748304000': 0, '1748390400': 0, '1748476800': 0, '1748563200': 0, '1748649600': 0, '1748736000': 0, '1748908800': 0, '1748995200': 0, '1749168000': 0, '1749254400': 0, '1749340800': 0, '1749427200': 0, '1749513600': 0, '1749600000': 0}","{'1746576000': 0, '1746748800': 0, '1746835200': 0, '1746921600': 0, '1747008000': 0, '1747094400': 0, '1747180800': 0, '1747267200': 0, '1747353600': 0, '1747440000': 0, '1747526400': 0, '1747612800': 0, '1747699200': 0, '1747785600': 0, '1747872000': 0, '1747958400': 0, '1748044800': 0, '1748131200': 0, '1748217600': 0, '1748304000': 0, '1748390400': 0, '1748476800': 0, '1748563200': 0, '1748649600': 0, '1748736000': 0, '1748908800': 0, '1748995200': 0, '1749168000': 0, '1749254400': 0, '1749340800': 0, '1749427200': 0, '1749513600': 0, '1749600000': 0}","{'0x0000000000000000000000000000000000000000': {'1746160002': {'amount': 0, 'valueInUSD': 0.0}, '1746254627': {'amount': 0, 'valueInUSD': 0.0}, '1746341148': {'amount': 0, 'valueInUSD': 0.0}, '1746428967': {'amount': 0, 'valueInUSD': 0.0}, '1746516919': {'amount': 0, 'valueInUSD': 0.0}, '1746604942': {'amount': 0, 'valueInUSD': 0.0}, '1746693840': {'amount': 0, 'valueInUSD': 0.0}, '1746778208': {'amount': 0, 'valueInUSD': 0.0}, '1746853738': {'amount': 0, 'valueInUSD': 0.0}, '1746954436': {'amount': 0, 'valueInUSD': 0.0}, '1747039217': {'amount': 0, 'valueInUSD': 0.0}, '1747116498': {'amount': 0, 'valueInUSD': 0.0}, '1747298404': {'amount': 0, 'valueInUSD': 0.0}, '1747387688': {'amount': 0, 'valueInUSD': 0.0}, '1747463728': {'amount': 0, 'valueInUSD': 0.0}, '1747563399': {'amount': 0, 'valueInUSD': 0.0}, '1747646273': {'amount': 0, 'valueInUSD': 0.0}, '1747736015': {'amount': 0, 'valueInUSD': 0.0}, '1747807982': {'amount': 0, 'valueInUSD': 0.0}, '1748336808': {'amount': 0, 'valueInUSD': 0.0}, '1748458593': {'amount': 0, 'valueInUSD': 0.0}, '1748720014': {'amount': 0, 'valueInUSD': 0.0}, '1748895050': {'amount': 0, 'valueInUSD': 0.0}, '1749019014': {'amount': 0, 'valueInUSD': 0.0}, '1749124615': {'amount': 0, 'valueInUSD': 0.0}, '1749212660': {'amount': 0, 'valueInUSD': 0.0}, '1749293978': {'amount': 0, 'valueInUSD': 0.0}, '1749380247': {'amount': 0, 'valueInUSD': 0.0}, '1749466736': {'amount': 0, 'valueInUSD': 0.0}, '1749538378': {'amount': 0, 'valueInUSD': 0.0}, '1749641799': {'amount': 0, 'valueInUSD': 0.0}, '1749731157': {'amount': 0, 'valueInUSD': 0.0}}}",0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,{},{},{},0.0,{},{},{},{},{},,,,,,True,False,,
0x38,0x67de8375a68be6be530a573a3c8242d685e65ea0,1686614400,1,{'1686528000': 1},,,0x30237b480a52dd5f4a0d3493e020469f8c842c7594c0ff02889b48da358868d4,1676419171.0,wallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
